urn	text	simile	signs
urn:cts:greekLit:tlg5026.msA.hmt:8.84	ηπεδανοσ	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.84	ασθενης η ατεχνος οιονει απεδανος ο μη δυναμενος δι υπερβολην ασθενειας εν τῳ παιδῳ ο εστιν εδαφει στηναι . εμπεδος γαρ λεγεται ο εν τω πεδῳ δε ισχυν εστως ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.85	οιοι Τρωϊοι ιπποι	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.85	βραχυ διασταλτεον επι τῳ ιπποι · μαλλον γαρ εμφαινει την του εισιν ελλειψιν . και αλλως συναπτωμενον ακαταλληλον εστι ου επισταμενοι ου μην η δια προθεσις ενταυθα λειπ  ιν' ῃ δια πεδιου , αλλα το εξης εστιν ενθα και ενθα πεδιου· τοιουτῳ και το εβδομῳ πολλα δ' αρ ενθα και ενθ  ιθυσε μαχῃ πεδιοιο ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.86	κραιπνα μαλ' ενθα και ενθα διωκεμεν ηδε φεβεσθαι	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.86	οτ  αντι του φευγειν αει το φεβεσθαι παρ αυτω και οτι εντευθεν το φοβον Αρηος φορεουσας ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.9000	ους ποτ' απ Αινειαν ελομην·	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.9000	αθετειται οτι ατοπον προστιθεναι την ιστοριαν τῳ ειδοτι , και ο καιρος δειται συντομιας . και οτι το ποτε χρονικην εχει εμφασιν της αφαιρεσεως γεγονυιας τῃ προ ταυτης , ημερᾳ ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.87	τουτω μεν θεραποντε	(126)		0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.87	οτι τετηρηται παρ' αυτω καθαρως τα δυϊκα και νυν ως επι δυο ιππων διαλεγεται ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.88	τωδε δε νωϊ	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.88	παροξυνεται το τωδε παραλογως αληθες γαρ ως οτι τα δια του δε επεκτεταμενα ει εχοι προ τελους φυσει μακραν προπερισπαται , οπερ ωφειλε καπι του τωδε δε νωϊ ειναι , αλλ ομως παλιν κατ' επικρατει και επι τουτου προ τελους η οξεια· ταυτα ο Ηρωδιανος εν τῃ Ζ οπου περι του ιῳ διαλαμβανει·	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.101	και αχνυμενος περ εταιρου	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.101	ουκ εστιν η περι προθεσισ· αλλ ο περ συνδεσμος εναντιωματικος και εγκλιτικος . δι ο το τελος της μετοχης οξυτονητεον ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.102	Ϊφιτιδην 	(126)		0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:8.102	οτι Ζηνοδοτος ενθαδε μεν γραφει Ερασιπτολεμον εν δε τοις μετα ταυτα ειασεν Αρχεπτολεμον ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:8.103	σηκασθεν	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.103	εις σηκον κατεκλειθησαν , σηκος δε ειρηται οιονει στηκος τις ων απο του ιστασθαι εν αυτῳ τα θρεμματα ενθεν και οι νεωτεροι των ποιητων σηκον λεγουσι τον ναον απο του ιστασθαι , εν αυτῳ τα αγαλματα ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.104	οτι το σικασθεν αυτος επεξηγειται ειπων ηϋτε αρνες ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.105	βροντησας δ' αρα δεινον·	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.105	βραχυ διασταλτεον επι το δεινον , κειται γαρ αντι μεσοτητος δεινος βροντησας . επι δε του κεραυνου εν αρκει , επιθετον το αργητα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.106	θεειου	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.106	θειου· προσληπτεον δε κεραυνου . οπου γαρ αν κεραυνος πεσῃ , ως θειον οζει εν εκεινῳ τῳ τοπῳ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.107	Τυδειδη αγε δ' αυτε	(126)		0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:8.107	οτι παλιν φοβον την φυγην  . και οτι Ζηνοδοτος γραφει αγε νωϊ φοβον δε , ο εστιν ημεις η ημας ων ουδετερον αρμοζει ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:8.116	ανηρ δε κεν ουτι Διος νοον ειρυσσαιτο	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.116	ο λογος , ουδεις ανηρ τον του Διος νοον επισπασαιτο η φυλαξαιτο ωστε τα συμφεροντα αυτῳ γενεσθαι	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.117	ως ποτ' απειλησει	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.117	οτι ουκ εν τῳ καθολου ευρειαν λεγει , αλλ' εμοι ευρεια η γη γενοιτο αντι του ευρυ χασμα ποιησει ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.118	απειλησει·	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.118	καυχησεται . κομπασει σημαινει δε η λεξις πλειονα επι καυχησεως μεν ως νυν , επει δ' ευχης ως εν εκεινοις , ουδ' ηπειλησεν ανακτι · επι δ' οργης ως εν τῳ ηπειλει κακεινος εναντιον πτολεμιζων ενθα δε λευσσεσθαι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.119	φυγαδε τραπε⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.119	φυγαδε ως αλαδε , και ητοι την φυγην φυγα ειπεν ως την σκεπην σκεπα . η ως το οικον δε , οικαδε . ουτως φυγην δε φυγαδε ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.120	‡ Τυδειδη περι μεν σε τιον	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.120	η σε εγκλιτικη εστιν απολελυται γαρ νυν και το τιον δε ποιητικωτερον απεβαλε τον κατ' αρχην χρονον , δι' ο επι την τι η οξεια ισταται· περι δε των τοιουτων ρηματων εφαμεν οτι ϊση εστιν η χρησις παρα τῳ ποιητῃ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.121	γυναικος αρ'	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.121	κακως οσοι αναστρεφουσιν η γαρ αντι αναστρεφεται ποτε . ει δε το αντα επιρρημα εκδεχονται εναντιον τῃ διανοια παραληψονται ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.122	ερε κακη γληνη	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.122	αθετουνται στιχοι τρεις οτι ευτελεις εισι τῃ κατασκευῃ και το παρος τοι δαιμονα δωσω τελειως εστιν ου κατα τον ποιητην αναρμοστα δε και τα λεγομενα τοις προσωποις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.131	‡ ιππους τε στρεψαι	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.131	οτι υποτασσουσι . η μητε στρεψαι μητ' αντιβιον μαχεσασθαι ουκ εστιν δε  · το γαρ διανδιχα ουκ εστι δυο εμεριμνησεν εναντια αλλ' επι το αυτο φερομεθα στρεψαι τους ιππους και μαχεσθαι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.132	σημα τιθεις Τρωεσσι ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.132	βραχυ διασταλτεον επι το Τρωεσσιν · αυτο γαρ το σημειον προς το σημαινομενον υπαντησας ειρηκε νικην· εαν δε συναπτωμεν γινεται σολοικοφανες ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.133	αβληχρα	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.133	Ηρακλειδης ο Μειλησιος βαρυνει ως ασητα . λογῳ δε χρηται τουτῳ ως οτι βληχρον εστι το ισχυρον οπερ κατα στερησιν οφειλει λεγεσθαι αβληχρος ως ακακος σημαινει γαρ το ασθενες  . η μεντοι παραδοσις οξυνει το αβληχρα και αβληχρην πεισθεισα πρωτον τῳ παρασχηματισμῳ ως απλω , ουτως γαρ παρεσχηματισθη ως πενιχρα ψυχρα λεγω δε θηλυκως ουτως αβληχρα ου κοινωνουντος ποτε του γενουσ· λεγω δε ο αβληχρος και η αβληχρος · αλλως τε ηδη αυτο το βληχρος σημαινει . ως επι το πλειστον μαλλον το ασθενες  Αλκαιος θ βληχρων ανεμων αχειμαντοι πνοαι · και ο Νικανδρος βληχρον γαρ μυος οια μυληβορου εν χροϊ νυγμα · τουτωι δη πλεονασαν το α φυλαξει τον αυτον τονον αει οιδα γαρ το αβορος αγαυρος ασταχυς ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.134	ουδενοσωρα ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.134	ουδεμιας φροντιδ  αξια απο των ωρων ωρα γαρ η φροντις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.135	ουδενοσωρα	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.135	ως κυνοσουρα υφ εν κατα συνθεσιν ει και σπανιος η τοιαυτη συνθεσις εξ αποφασεως και συνδεσμου· και της ενος γενικης εντελουσ· ουδεποτε γαρ ουτως αυτη η γενικη συντιθεται· αλλ οι γε ποιηται τολμωσι ξενας συνθεσεις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.136	Ξανθε τε και συ Ποδαργε . και Αιθων Λαμπε τε διον·	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.136	οτι ουδαμου Ομηρος τεθριππου χρησιν παρεισαγει· μαχεται δε και τα επαγομενα δυϊκα και η προσφωνησις ευηθησ· βραχυ δε διασταλτεον καθ' εκαστον ονομα . καν συναπτηται δε το ψυχρον εκεινο ου δυναται νοεισθαι οτι δυο μεν εστιν επιθετα· δυο δε κυρια επει οι συνδεσμοι παρακειμενοι . χωριζουσιν αυτα απ αλληλων· τα δε κυρια προς τα επιθετα ουδεποτε συνδειται ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.137	υμιν παρ προτεροισι	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.137	το εξης τουτο εστιν η εμοι ος περ οι θαλερος ποσις ευχομαι ειναι οινον τ' εγκερασασα πιειν οτε μοι θυμος ανωγοι ιστεον δε οτι προ του ευρεθηναι την των ποτηριων χρησιν κερασιν επινον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.138	οινον τ' εγκερασασα·	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.138	γελοιοτατος επι ιππων ο στιχος οτι οινον ιπποι ου πινουσι . και οτε θυμος ανωγοι εις μεθην γελοιον ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.139	αλλ' εφομαρτειτον και σπευδετον⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.139	οτι ως προς δυο τοις δυϊκοις σχημασι χρηται δι ο αθετητεον τον προκειμενον στιχον εν ῳ τεσσαρα εστιν ονοματα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.140	ασπιδα Νεστορεην 	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.140	αυτον τον Νεστορα περιφραστικωσ· ενιοι δε το οπλον Ηφαιστοτευκτον γαρ ην ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.146	‡ κανονας	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.146	ραβδους αις εκρατουν τας ασπιδας ουπω γαρ εχρωντο τοις πορπαξιν ους οχανα εκαλουν υστερον γαρ ουτοι επενοηθησαν υπο Καρων ως και Ανακρεων φησιν Καριοεργεος οχανοιο 	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.147	δαιδαλεον	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.147	οτι Ηφαιστοτευκτα τα οπλα απο γαρ Γλαυκου ελαβεν και απο των οπλων επι τους ανδρας αναφερεται και ουκ εστιν αλληγοριᾳ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.148	οι δε τοι εις Ελικην τε και Αιγας 	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.148	Ελικη πο  εν Πελοποννησῳ · Ποσειδωνος αφ ης αυτον Ελικωνιον ο ποιητης καλει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.149	Τρωας απωσασθαι και ερυκεμεν ευρυοπα	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.149	Ζην αυτου κ' ενθ' ακαχοιτο⁚ ει δια τον ει συνδεσμον αποτελουμενη υποστιγμη πιπτει μετα το Ζην ονομα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.9011	αλλ ει μεν εκ πληρους εκειτο	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.9011	ουδεν αν εζητειτο· επει δε συνειληπται και υπο των γραμματικων μετενηνεκται το ν εις τον εξης στιχον δυο παρηκολουθησεν αλογα· εν μεν οτι μεταξυ μιας συλλαβης της ναυ , υποστιγμη πεπτωκεν και αυτη χρονου εχουσα διαστημα , ῳ παραπλησια κακεινα ως εφαθ' αι δ' επεμυξαν · ως εφαθ' ουδ' απιθησεν ⁚ ετερον δε οτι συμβησεται κατ αρχας του στιχου μετα το ν μονον στοιχειον διαστημα ειναι της υποστιγμης ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.150	‡ ναυτου κ' ενθ' ακαχοιτο καθημε  	(126)		0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:8.150	οτι Ζηνοδοτ  αναπαλιν του κ' ενθα καθοιτ' ακαχημενος ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:8.151	απτοεπες	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.151	οτι δασυνουσιν απτοεπες καθαπτομενη τοις επεσιν · Αρισταρχ  δε ψιλοι εμφαντικωτερον δε το ψιλουν , και ισως ην παρα το πτοεισθαι η αγαν πτοουσα· η παρα το απτον το ισχυρον . ωστε ειναι δεινοεπες ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.152	των δ' οσον εκ νηων απο πυργου ταφρος εεργε	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.152	διχως αι Αρισταρχ  · εεργε και ερυκε . και το δι αμφοτερων σημαινομενων εστι τοιουτον των Αχαιων , οσον απο του τειχους η ταφρος ωριζεν επληθυεν ομοιως ιππων και ανδρων συνελαυνομενων και συνειργομενων υπο του Εκτορος · Ζηνοδοτος δε γραφει των δ' οσων εκ νηων απο πυργου ταφρος εεργε : διχως αι Αρισταρχου εεργε και ερυκε και το δι αμφοτερων σημαινομενων εστι τοιουτον των Αχαιων οσον απο του τειχους η ταφρος ωριζεν επληθυεν ομοιως ιππων και ανδρων συνελαυνομενων και συνειργομενων υπο του Εκτορος · Ζηνοδοτ  δε γραφει των δ' οσων εν νηων και πυργου · ενιοι δε τα δυο διαστηματα πεπληρωσθαι φασι των Ελληνων το τε απο των νεων εως του τειχουσ· και απο του τειχους εως της ταφρου· ῳ δη στεινος προσαγορευει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.153	αλλως οτι εν τισι γραφεται απο ταφρου πυργος εεργε . δυναται δε το εκ νηων συναφες ειναι τῳ απο ταφρου προς γαρ ταις ναυσι μαλλον ο πυργος η η ταφρος . και εστι το λεγομενον το μεταξυ του τειχους και της ταφρου πληρες ην ιππων και ανδρων εκ νηων δε λεγει απο του κατα τας ναυς τοπου σημειωτεον δε οτι μεταξυ του τειχους και της ταφρου διαστημα απελειπετο κατα την τοποθεσιαν της νεολκιας ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.154	των δ' οσον εκ νηων	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.154	βραχυ διασταλτεον επι το νηων . σαφεστεραν γαρ ποιει την διανοιαν τοιαυτην ουσαν οσον η ταφρος απεχει του τειχους και των νηων , τουτο πληρες ην πεζων τε και ιππων λειποντος του και συνδεσμου· το γαρ εεργεν εστι περιωριζεν εντος των τε νηων και του τειχους μεταξυ κενον ην εις διοδον το μεν πλατος πλεθριαιον υπαρχον το δε μηκος δι ολου του νασταθμου · παλιν δε ουτως . του τειχους εκτος ην διαστημα βραχυ μεθ ο η ταφρος ωρυκτο τοσουτον μεντοι εικαζει το διαστημα εκεινο ως ενος βελους ειναι την ταφρον· και εφικνεισθαι τα βαλλομενα του τειχους απο των επιοντων· αμφοτερα ουν τα διαστηματα εκατερωθ  του τειχουσ· το μεν προς την ταφρον· το δε προς τας ναυς επεπληρωτο· ουτως Νικανωρ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.155	κηλεω	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.155	ως μελεω γεγονε δε παρα καλον και κηλον κηλιον ως παρα το Μηλον Μηλιον δεροσ· και Ϊωνικως κηλεον και κηλεῳ εκεινο γουν εντελες εστι , το συν πυρι κηλειῳ χαριν Εκτορος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.162	‡ πορφυρεον μεγα φαροσ	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.162	προς το εχων εν χειρι τι ποτε σημαινει· ο μεν Απολλοδωρος οτι πεειλησας  ειχεν εν τῃ χειριας ο δε Διονυσιος προς το κατασειειν ευθεες λαβομενος του φαρους φαρος δε εστι πορφυρουν ιματιον ο μεταχειριζεται ο βασιλευς ενεκα του ευχερως εαυτον σημαναι τοις Ελλησιν · επει δη αδυνατον ην διαβοης αυτους καταστειλαι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.163	η ρ' εν μεσσατω	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.163	προς την ταξιν της νεωλκιας η παρατηρησις και προς το γεγωνεμεν οτι ου ψιλως εστι φωνην αλλ' ακουστον φθεγγεσθαι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.164	οτε δη φαμεν	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.164	ουκ αναγκαιον οξυνειν τον δη ινα κρασις γενηται , ομοιως τω μητε συ Πηλειδ ηθελε επι μεν γαρ του εθελω πασα αναγκη το ε μενειν κατα τον ποιητην ως ειρηται· επι δε τουτου του παρῳχημενου δυναται ποιητικως αποβεβλησθαι το ε ωστε επι την φα συλλαβην θετεον την προσωδιαν και εστιν ομοιον τῳ εν Τηλεμαχος δ' ως ειδεν φαμεν δε οι ου τελεομεν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.165	ας ο ποτ' εν Λημνω	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.165	οτι τουτο γινομενον μεν ου παρεστησεν ως γενομενον δε παραδιδωσιν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.166	εσθοντες κρεα πολλα  ·	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.166	περιττος ο στιχ  εκ γαρ του πινειν ουκ εκ του εσθιειν το καυχασθαι συμβαινει ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.167	Τρωων ανθ' εκατον τε	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.167	επι την ανθ' συλλαβην η οξεια ινα το πληρες ῃ αντα ουτως δε αξιοι Δημητριος ο Γονυπεσος . και εμοι δε ουτως αρεσκει το της διανοιασ· αντικρυς γαρ Τρωων εκατ  και διηκοσιων εις εκαστος στησεσθαι φησιν . ου γαρ κωλυεται η του αντα συνταξις ει γε επι γενικην φερεται ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.168	Εκτορος ος ταχα νηας ,	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.168	οτι εκλυει και απαμβλυνει τον ονειδισμον ο στιχος κρεισσων γαρ καθολικωτερον εασαι · ουδηποτε ανδρος , αλλ ουχι του διαφορωτατου ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.169	Εκτορος ος ταχα	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.169	ηττον αν φασιν Αρισταρχον ονειδιστικον ειναι ειπερ ουτως εγεγραπτο Εκτορος ο δη κυδος Ολυμπιος αυτος οπαζει , ηθετητο δε και παρα Αριστοφα  ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.170	νηϊ πολυκληϊδι παρελθεμεν ενθαδε ερρων	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.170	οτι το ερρων ουκ εστι ψιλως παραγινομενοσ· αλλα μετα φθορας δυσαρεστει γαρ τῃ παρουσια ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.171	δημον	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.171	Αρισταρχος κατ 		(35)		ο		(35)		ξειαν τασιν επι του λϊπουσ· το γαρ επι του πληθους βαρυνει ουτως και ο Ασκαλωνιτης λεγων το μεν παρα το δεμας γεγενησθαι οιονει σωμα τι τυγχανων , η παρα τον δασμον· το δε επι του λιπους παρα το δαιω ευκαστον γαρ το λιπος δυναιτο δ' αν τις και αλλως ετυμολογειν ει παρα το δεω γενοιτ  δεεμος  και εν συναλιφῃ δημος το συνδεδεμενον πληθοσ· το γαρ εναντιον λυει απο της διαλυσεως ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.179	‡ αυτικα δ' αιετον ηκε τελειοτατον	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.179	μεγιστον η εντελη σημεια φαινοντα επιτελεστικωτατον λεγεται δε κατα την του Διος γενεσιν τον αετον γεννηθηναι εν τε τῃ προς τους γιγαντας μαχη παραπτηναι δι οπερ εν τῃ διανεμησει των πτηνων Ζευς τον αετον ειλετο ο και προστασσει και αγγελῳ αυτῳ χραται προς εκεινους ους επιφανειας αξιοι , οθεν και αετος εκληθη ουχ ως τινες πα  το αϊσσειν αλλα παρα το ετεον δηλουν το αληθες ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.180	πανομφαιω ,	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.180	οτι ουκ εστι καθολικον επιθετον ο πανομφαιος ο κληδωνιος και πασης κληδωνος παραιτιος και οτι απαξ ενταυθα το επιθετον ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.181	πανομφαιω	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.181	τινες το υπο παντων φῳνουμενῳ παρ' οσον αυτος εστιν ο αηρ ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.182	Τευκρος δ εινατος	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.182	οτι παντων υποστρεψαντων , μονος ο Οδυσσευς παρεμεινε προς ταις ναυσιν ωστε το επανω ευκρινες γινεσθαι το ως εφαθ' ουδ εσακουσεν οτι εκουσιως παρεπεμψατο ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.183	παπτηνασ	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.183	βραχυ διασταλτεον επι το παπτηνας . υποστικτεον δε εν υποκρισει βεβληκει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.194	Πολυαιμονιδ  Αμοπαονα 	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.194	ψιλωτεον παντα ινα κυρια γενηται· παραιτητεον δε τους διαλυοντας το Αμοπαονα πιθανωτερον γαρ εστι κυριον αυτω  παραλαβειν ινα το προκειμενον αυτου πατρονυμικον τυγχανη ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.195	ο ς ετρεφε ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.195	η σε αντωνυμια εγκλιτικη εστι , το δε ο παρα τῳ ποιητῃ κειμενον εστιν αντι του ος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.196	και σε νοθον περ εοντα 	(126)		0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.196	παρα Ζηνοδοτω , ουδε ην· ηθετητο δε και παρα Αριστοφανει οτι ακαιρος η γενεαλογια και ουκ εχουσα προτροπην αλλα τουναντιον ονειδισμον και αποτροπην ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.197	Ηρακλης 	(126)		0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.197	πορθησας Ϊλιον Ισιωνην την Λαομεδοντος θυγατερα Πριαμου δε αδελφην ελαβεν αιχμαλωτον και εδωκεν αυτῃ γερας Τελαμωνι ως συστρατευσαντι αυτῳ αφ ης εσχε Τευκρον ο Τελαμων ως ουν απο Τρωϊκης γυναικος τεχθεντα τον παιδα Τευκρον εκαλεσαν προ αναπεμψαντες τον τονον και ποιησαντες κυριον . Τευκροι γαρ οι Τρωες απο του βασιλευοντος αυτων Τευκρου . η δε ιστορια ακριβεστερον ειρηται παρα τε αλλοις πολλοις και παρα Απολλωνιω τῳ γραμματικῳ εν τῳ δευτερῳ των γενων· εζητηται δε πως εξ απαντων επαινεσας τον Τευκρον νυν επιφερει νοθον· ημεις δε φαμεν τουτο μη ειναι προς αισχυνης . δια το παρα τοις παλαιοις εθος κρατουν , ετιμων γαρ τους νοθους επ ισης τοις γνησιοισ· αλλως τε· ει και αιχμαλωτος η Ισιωνη , αλλα βασιλισ· ετι δε και αυξησεως ενεκεν τουτο ειρησθαι φαμεν οτι τῃ αρετῃ· και τους γνησιους υπερεβαλεν ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:8.198	η τριποδ' ηε δυω	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.198	παραδιαζευκτικος ο η ως το ηε δυο η τρεις ανδρας ερυσθε ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.199	εκ του δη τοξοισι δεδεγμενοσ	(126)		0	
urn:cts:greekLit:tlg5026.msA.hmt:8.199	ουτως αι Αρισταρχου δια του γ δεδεγμενος · Ηρῳδιανου δια του χ δεδεχμενος . και φασι Διογενης . εν τοις υπομνημασι . οτι ειρωνευομενος λε  οιον δεξιουμενος τοις τοξοις · το γαρ δεδεχεσθαι δεξιουσθαι εστιν ουκ αχαρις η εξηγησις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:8.204	‡ κυνα	(126)		0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.204	δια το θρασυ και πολυλαλον εξ ου νυν εφυγες θανατον κυον και το ως δ' οτε τις τε κυων συος αγριου ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:8.205	‡ μηκων δ' ως ετερωσε·	0	
